	gt	ms_total	p1	p2	p3	p4	frac	local_max	local_min	2parts
88	22	0.016896188740791157	0.006326074170733169	0.0018135563675011998	0.0030912651410705395	0.0056652930614862484	0.0049048215085717405	1	2	0.025344283111186736
89	100	0.04873288816301231	0.006021545958344872	0.006842143772190361	0.013858002423623847	0.022011196008853224	0.02070014619581421	1	1	0.04873288816301231
90	37	0.01898944283488078	0.006510026869805765	0.004184859299132101	0.004611905536326593	0.0036826511296163228	0.008796764835458694	2	2	0.03797888566976156
91	92	0.030844058215946924	0.004872968064647528	0.004170867964230652	0.009088957877937048	0.012711264309131698	0.013259825842167698	1	2	0.04626608732392039
92	81	0.031142037051262225	0.005018341469975663	0.004621402569181216	0.008241966989631512	0.013260326022473831	0.012863369558812732	1	2	0.046713055576893335
93	82	0.03030414649346112	0.006505584458365855	0.005198431174687569	0.007945742414611105	0.010654388445796586	0.01314417358929868	1	2	0.04545621974019168
94	31	0.011758389264889904	0.004028965209081817	0.0027756681448268764	0.00274346564210742	0.002210290268873793	0.0055191337869342945	1	1	0.011758389264889904
95	55	0.048701174025499255	0.009626736316698034	0.0073401356803649	0.012654171645371243	0.019080130383065073	0.01999430732573615	1	2	0.07305176103824888
96	57	0.02887858835991554	0.0036562735068639447	0.003391319367075308	0.007470876887345871	0.014360118598630416	0.010862196254421178	1	2	0.04331788253987331
97	25	0.01708864503847361	0.0038503981083866053	0.0024073490942049937	0.0036944078438974604	0.007136489991984549	0.006101756938102455	1	2	0.025632967557710412
98	97	0.026537250933895678	0.0030444310928135904	0.0032119631832518633	0.00687252757133236	0.013408329086497863	0.010084490754584225	1	1	0.026537250933895678
99	85	0.044074713536841975	0.007415440726899432	0.009069125519212594	0.013211960616174023	0.014378186674555926	0.022281086135386617	1	1	0.044074713536841975
