	gt	ms_total	1.851749424574581	3.4289759314122916	6.349604207872799	11.757875938204792	21.77264000279003	40.317473596635956	74.65785853287149	138.2476465782152	256.0	frac	local_max	local_min	2parts
10	50	0.46543956880747056	0.02558876089211679	0.0017337058501119993	0.003736626814964594	0.02027131124628654	0.06864848588597197	0.044025137000865404	0.009441180871297264	0.1138636142086715	0.17813074603718454	0.2617200618781692	2	3	0.9308791376149411
11	17	0.6022177965150705	0.01790044420043557	0.003748580231670417	0.061340710162146705	0.07902891722132105	0.12251144400123012	0.1807070483976233	0.11357260561489263	0.004092905493862719	0.019315141191887986	0.5650022111227468	2	3	1.204435593030141
12	12	0.48951773588827496	0.01842744511572587	0.007211409358335696	0.013250596572756835	0.07794821113302033	0.026882761353942373	0.043554170513719605	0.111399233911486	0.1285078636741806	0.06233604425510758	0.4087542465174415	3	3	1.4685532076648249
13	50	0.7069021595224114	0.0420409716246848	0.021551056691935955	0.026561465836638567	0.004152450038428687	0.017786582694618296	0.008976101060778044	0.19292207216579912	0.1909002751414342	0.20201118426809372	0.4628500036296329	4	5	2.8276086380896457
14	60	0.4202755407888843	0.04547378129068583	0.020506616304877254	0.03139876555542567	0.023719441092653143	0.02498637269415133	0.04830613188181407	0.045282772475117396	0.13295439907499876	0.04764726041916083	0.32715449907903765	4	4	1.6811021631555372
15	34	0.8500672448907752	0.02899851431354767	0.015863698441792962	0.008728920468424398	0.028632012658969835	0.07877839146945737	0.2461110200163411	0.15421447794470705	0.11684632742123074	0.17189388215630402	0.6491748484209234	2	3	1.7001344897815505
16	40	0.4736045853842726	0.01893782062743142	0.006708214627402264	0.0034975523714104277	0.006213171521323467	0.02608985808599941	0.06497531112700156	0.01237056446370488	0.24613513772584328	0.08867695483415589	0.36598980992268526	3	3	1.4208137561528178
17	34	0.7307498610166929	0.03736680715716091	0.03132389701383657	0.07004788445596333	0.11735375230757093	0.02026199956496374	0.10403364056848294	0.04312609223233435	0.1690938721375131	0.13814191557886707	0.555241138280665	4	4	2.9229994440667717
18	29	0.44259132680716917	0.027254625765498832	0.011236027299758077	0.024190476463240074	0.038294923656466674	0.018271982357942862	0.05765601036539496	0.014207734878653216	0.057978646864454295	0.19350089915576024	0.22183580188591012	3	4	1.3277739804215076
19	41	0.3680334242825488	0.03247809118344889	0.01409013676329305	0.030661516689838277	0.016375257635577605	0.044897554367690544	0.093330899675141	0.03214350279913889	0.05829794334472026	0.04575852182370035	0.2897968112753996	4	4	1.4721336971301953
20	72	0.5102980015498113	0.025785119902245503	0.01783734703507587	0.018682417336152005	0.045726052118241746	0.09733746533334535	0.056105505994644145	0.07881010636031299	0.09811564024291458	0.07189834722687913	0.41261453442068663	3	3	1.530894004649434
21	71	0.7474394951574134	0.04102416726201241	0.022249764072494474	0.03676216615634449	0.05982564568906648	0.0752221343804917	0.17687591018981774	0.0921946535236591	0.09240851846679618	0.15087653541673082	0.5555387924786701	2	3	1.4948789903148267
22	55	0.5390937186987648	0.04221199746261331	0.02596930216061409	0.04127255172112568	0.056543996779675504	0.047750481239574274	0.03991395797683575	0.028975333134798328	0.07138209205088711	0.1850740061726407	0.3118077150635108	2	3	1.0781874373975295
23	37	0.6764976145096003	0.034755073096169875	0.019881110282108438	0.03761737060950901	0.08377546980769217	0.1567124174686837	0.021828398992906013	0.11014815582048981	0.1670823703244646	0.04469724810757676	0.5970452933058537	3	3	2.029492843528801
24	53	0.40211768319798313	0.029847831663067932	0.0175988702924295	0.014619891971904459	0.020853186769814454	0.054422394854755696	0.06197143709179087	0.03310389392207494	0.10805614382569075	0.06164403280645451	0.3106258187284607	3	3	1.2063530495939494
25	70	0.4734650732017779	0.05446914237031179	0.0255797352317194	0.028921538716655686	0.021708088272860346	0.060875228661616834	0.04710022766671709	0.018483234626503618	0.19548689729098778	0.020840980364405296	0.3981549504670608	4	4	1.8938602928071115
26	38	0.2923067049271106	0.0903465551334996	0.01345524369845584	0.008031611906260191	0.002576613009164435	0.03125236406542729	0.046168388908401393	0.004252007511151814	0.04489733118463868	0.05132658951011133	0.15063356028349967	2	3	0.5846134098542212
27	68	0.44754875622548485	0.010924763008651637	0.010623258509243647	0.03720255703282149	0.014194763444387987	0.04018932433742243	0.09786913101762629	0.10697858581658928	0.03584887537729818	0.09371749768144391	0.3429064955353893	3	4	1.3426462686764546
28	23	0.4039061509196168	0.041022057843385966	0.022279669045349695	0.033821403032346084	0.03177909999909806	0.022946759143063097	0.0329153869101571	0.07064633972892675	0.06743886526327433	0.0810565699540157	0.28182752312221515	3	4	1.2117184527588503
29	58	0.3053202018023353	0.032527015267056585	0.009036937038320788	0.01752361232025508	0.03765644609817521	0.015501951385049199	0.13261272207037053	0.02473297150367093	0.03177569921870007	0.003952846900736912	0.2688403396345418	4	4	1.2212808072093413
30	50	0.20800240447459195	0.0029725540534915086	0.01244649623994259	0.02367107440123635	0.024416257900322348	0.0024504823367374803	0.006762204156188258	0.04928801017220989	0.012498384598677185	0.07349694061578635	0.1315329098053141	3	3	0.6240072134237759
31	34	0.46308076012432675	0.06452151382108938	0.0489875566608982	0.07641339002434974	0.049432134371535236	0.0648564835229862	0.048570639838035945	0.030763589820938506	0.0623534616789136	0.017181990385579885	0.3813772559176575	4	4	1.852323040497307
32	8	0.6075206714783484	0.018569681694587274	0.00977383609258851	0.006859557031431225	0.012048600183225375	0.09226181421985327	0.07118605722146194	0.08806022016800322	0.2450158832893053	0.06374502157789232	0.5252059682058688	3	3	1.8225620144350452
33	38	0.5404135438455135	0.023032255015675206	0.009992255139843306	0.048031371797600725	0.12893850792965014	0.05308120271608102	0.10692641748402748	0.03473894494430886	0.09767946529949201	0.03799312351883482	0.47938816531100353	4	4	2.161654175382054
34	72	0.4674083549853965	0.028404699676192243	0.007170969142079623	0.02629933918757609	0.030215753298815935	0.05231698107552078	0.009365027642140191	0.0740867225257672	0.1100449515857137	0.12950391085159074	0.3094997444576135	2	3	0.934816709970793
35	19	0.39682805126580656	0.02226331067813387	0.015230046777936693	0.05421211015910366	0.05062824532828443	0.007846688062511738	0.019488626968609733	0.049207724105182614	0.09493372945771819	0.08301756972832564	0.29154717085934706	3	3	1.1904841537974198
36	15	0.5109006556400264	0.027683532787023374	0.031454462483749515	0.05954808989586393	0.042560848850324996	0.07548590303050029	0.01687192208622832	0.10995722048016295	0.07076451014100409	0.07657416588516885	0.40664295696783415	4	4	2.0436026225601056
37	66	0.40864179967067044	0.015569950711914459	0.009988924807810204	0.015453898097807993	0.07529215360882885	0.058783069694474124	0.08744171217935333	0.03371213735337188	0.0591685179581474	0.05323143525896221	0.33984041369979373	4	4	1.6345671986826817
38	21	0.6049324958998119	0.03435766326623668	0.015401711948846899	0.022402030006542437	0.057129349817522115	0.153237268815803	0.09172383768645645	0.0313988961222597	0.1234492483364319	0.07583248989971275	0.4947423427338625	3	3	1.8147974876994357
39	28	0.8407291344740493	0.008075958871697642	0.01419236454038827	0.02387104882812293	0.04126148696482059	0.045964985345599514	0.18883608050439912	0.13324712119783116	0.24785888263055622	0.1374212055906338	0.6952319700117178	3	2	2.522187403422148
40	45	0.6406407501931496	0.027183366325816645	0.014916041982216181	0.020079925588717788	0.0317654671622435	0.019228818924364042	0.13067866121763824	0.19625364011902532	0.028692383454914053	0.1718424454182138	0.44161493844911914	3	4	1.9219222505794487
41	65	0.44844691553454796	0.03442996351248855	0.018499771765447124	0.022924414271900836	0.03358792180107559	0.047306790084730224	0.07553838646969578	0.16791410215666833	0.017516406030037367	0.030729159442504168	0.38328779257955525	2	3	0.8968938310690959
42	31	0.6532547345228724	0.029193397788932835	0.02571057864670404	0.04085191576135955	0.07620156393287716	0.1282581374725493	0.1550467721053383	0.13063082598880274	0.055257468993139665	0.012104073833168858	0.6119572629007708	2	2	1.3065094690457448
43	49	0.4255288773170088	0.05171926534157088	0.016986399406871258	0.027326387379465293	0.02300856514824957	0.014143066768666498	0.01647668253270736	0.037901740640081685	0.06313628357216951	0.17483048652722671	0.19897912544821117	2	3	0.8510577546340176
44	15	0.3929834812670412	0.03577774625010139	0.01583541198092219	0.023644679477951878	0.021978057411453405	0.05301483176107588	0.039703651362584046	0.02559886040074528	0.12036546648417104	0.05706477613803608	0.30014095887890374	4	4	1.5719339250681648
45	58	0.6786530497907712	0.030861774605137574	0.010263779397235457	0.023724759400916357	0.03135793554763133	0.09448185907074122	0.12316192479169896	0.059437267904970066	0.19637749878542943	0.10898625028701087	0.5388050248986227	3	3	2.0359591493723137
46	80	0.5498167925711003	0.02427888892382012	0.0143686790665559	0.03456554589391527	0.02527164752822776	0.07395755409034273	0.12168712660656175	0.050462491562723255	0.11684742174718654	0.08837743715176699	0.43716046649551316	4	4	2.199267170284401
47	60	0.30974438457263065	0.024549724126214194	0.002773735643653394	0.0085435309631708	0.035818671238058465	0.06630914493554287	0.024660705450905148	0.07580262860073902	0.03991512240401186	0.03137112121033493	0.25382353923608153	3	3	0.929233153717892
48	100	0.7496708168214232	0.026479997777233297	0.02392070658366239	0.04970490101811159	0.07783108276625189	0.07683171883299919	0.16796036399740794	0.16803263861745982	0.06270254787298064	0.09620685935531655	0.6269839596888733	3	4	2.24901245046427
49	35	0.5569916413576053	0.01812196467118697	0.01634473678346532	0.02538678055867151	0.04495622709505094	0.049133016301613	0.06920354583642298	0.16593225100097944	0.1237008914307253	0.04421222767948976	0.49465744900692854	2	2	1.1139832827152105
50	13	0.5935458829489756	0.022021967738734976	0.010671615460116746	0.02215943223941148	0.06251609122486429	0.06964446472434344	0.04071132035710477	0.14456575445160832	0.16070140687497528	0.06055382987781621	0.5109700853324244	3	3	1.7806376488469269
51	68	0.7278941880571018	0.021879745371318305	0.01965414149007798	0.034658794273787534	0.06251730681620775	0.12379829243247145	0.16821848304017556	0.14817180746878586	0.0723164268969612	0.07667919026731616	0.6293352524184673	2	3	1.4557883761142036
52	94	0.5287322912336556	0.03029050022796867	0.019951435559639717	0.047941593370727856	0.020083570966065892	0.022296174746737285	0.13697385723027583	0.10771970809593015	0.06778202079712523	0.07569343023918502	0.42274836076650196	3	4	1.5861968737009668
53	58	0.707247878279211	0.031144262282077714	0.014550780795720194	0.015692431592081876	0.00571311321691686	0.011703219166992695	0.01807730862861456	0.20291044486140214	0.19889408240037296	0.20856223533503201	0.46754138066210127	3	4	2.121743634837633
54	11	0.39711522243867753	0.032679512696000924	0.010629179711556839	0.016091637940208025	0.044500545742356304	0.0726572089652785	0.06773130093019258	0.0034123193741624857	0.09544742657743449	0.053966090501487346	0.3104696192411892	3	3	1.1913456673160325
55	20	0.6940450756011451	0.02077249167908528	0.029915507087805986	0.03295216705441616	0.10565774837005251	0.1653800184216716	0.1845507888715951	0.08676071150773801	0.038765118554812586	0.02929052405396796	0.643982059868092	2	1	1.3880901512022903
56	9	0.9127400805507422	0.03561000563878142	0.04895038975922109	0.05521466188743126	0.05764352959273686	0.0807479875618061	0.06400111341652741	0.043842769228871814	0.19684853863997928	0.32988108482538697	0.5472489900865738	2	2	1.8254801611014844
57	59	0.5829559452857549	0.008553890271806773	0.02060215121862353	0.061193847719880116	0.10032680620774227	0.0596010311394563	0.12066753704647096	0.16687312822389094	0.009125678560761264	0.03601187489712275	0.5383901801168254	3	3	1.7488678358572647
58	42	0.27534385256324123	0.032533121347531224	0.016946060754723904	0.028224709791248512	0.05267298705877772	0.050072437102498445	0.001257583628404741	0.023279143423524145	0.030234826156153347	0.04012298330037915	0.20268774791533084	2	3	0.5506877051264825
59	16	0.502388534969724	0.029290359466532065	0.013058031962143828	0.05475669626887014	0.10536268179487757	0.04507802105403782	0.045029983155927815	0.08209012395525077	0.04279194594322336	0.08493069136886067	0.3881674841343313	3	4	1.5071656049091722
60	77	0.9484888985093336	0.04673368595998369	0.010299918429904317	0.012800527389959598	0.05198177620417844	0.13732722293271404	0.13997281729972516	0.19056156329891902	0.13423903917562363	0.22457234781832566	0.6771828647310242	2	3	1.8969777970186672
61	83	0.6773949699768225	0.014975792489659369	0.01285415498323496	0.007732544456396767	0.0063199780554177975	0.06478136402103347	0.16870811061296126	0.13085713505001814	0.085366331023559	0.18579955928454173	0.47661961820262133	2	3	1.354789939953645
62	1	0.5804596533228475	0.040585934882418226	0.012114620736397585	0.00929833192949703	0.03449946595147803	0.07086298231980011	0.16532359389437123	0.1451881897264662	0.0543697064975265	0.04821682738489263	0.49165689105553667	2	2	1.160919306645695
63	21	0.767294684802369	0.05577926412009943	0.0265221177042768	0.01672593510613323	0.06848250507843878	0.07652192492486898	0.12103837958276623	0.07778471763309455	0.17756328131050095	0.14687655934219007	0.5646388613400795	3	3	2.3018840544071066
64	30	0.7012389424238358	0.052001249434467406	0.014227044628874915	0.028259749585448385	0.05408307638458921	0.05880659273260354	0.11976749883074998	0.13099491998383964	0.12104145144009326	0.12205735940316936	0.5271803335861991	2	3	1.4024778848476716
65	2	0.4916149577573763	0.04921826348745656	0.05262372301346456	0.040594809375141164	0.03389057622057183	0.10185782120552378	0.09506982428427779	0.03103004333386961	0.08387744056643506	0.003452456270635903	0.43894423799928384	4	3	1.9664598310295052
66	49	0.7585005573894488	0.020104453833570415	0.010529895195243761	0.007090802536939389	0.010120835887227203	0.10451243841982166	0.11725281061261078	0.10668636789076982	0.2770482160677177	0.10515473694554803	0.6332413666103304	3	3	2.275501672168346
67	16	0.7801134729961897	0.040052412794414585	0.010074120158035013	0.009197509803628273	0.060416380964680994	0.15240889141358863	0.09832324285843615	0.0886151995396995	0.09896189395957752	0.2220638215041291	0.517997238697646	2	3	1.5602269459923794
68	22	0.6059415398888384	0.022145544466309477	0.010162432057076946	0.02371153447362334	0.03228014539685749	0.022283104860640876	0.04002354467720806	0.08692782560527051	0.17366001651369778	0.19474739183815382	0.3890486035843751	2	3	1.2118830797776767
69	81	0.8834382133643587	0.010154365371963046	0.01165930053641625	0.02613364991493248	0.08882309054468147	0.23137659106240255	0.18696548851457231	0.05996554025798799	0.1217033415975142	0.14665684556388842	0.7266270024285073	2	2	1.7668764267287174
70	69	0.3469647202897992	0.026409795567953864	0.02652331173302436	0.036043389777955855	0.00953088888357534	0.027769430372833297	0.009512145101513835	0.08510898798721997	0.05170726388348723	0.07435950698223541	0.2461954177396099	4	4	1.3878588811591968
71	57	0.6952993556892374	0.011297639163511201	0.009402996860358755	0.021864868537979268	0.024420808383879562	0.10014822584546998	0.15970401706633855	0.14268615143071456	0.02484950707511664	0.20092514132586886	0.4830765751998573	2	3	1.3905987113784748
72	60	0.5699128695522524	0.03469302141264919	0.017578247897910394	0.027516320506871347	0.04053237310918828	0.062342594980288185	0.029867654749980765	0.02823213248996327	0.08340809443802871	0.24574242996737222	0.289477418172231	2	3	1.1398257391045048
73	64	0.43532185064388207	0.019680687948142518	0.008095626090951092	0.024715603189702923	0.020084612374175855	0.005223373662588553	0.09792271149891685	0.1278748227112139	0.08172947211280422	0.04999494105538613	0.36564622164035343	3	3	1.3059655519316462
74	15	0.6051792786743915	0.04494060731673495	0.011430500552664969	0.021405717805807453	0.010377401264258533	0.03471633856913406	0.04506577713778796	0.013423672817352144	0.15907704585057914	0.26474221736007225	0.29549645399758423	3	4	1.8155378360231744
75	31	0.6054663005584405	0.04690550348661408	0.032392063209190296	0.03965568935877365	0.009438011661538345	0.026244123618200936	0.06549114909607497	0.13295472887290738	0.12959727623019218	0.12278775502494868	0.43577304204687783	3	3	1.8163989016753215
76	67	0.7665971464870375	0.03929033742160061	0.03616552439664002	0.07040954162366533	0.03385651949093401	0.049399903226595904	0.04636257163951067	0.011307446024308767	0.2993072752674687	0.18049802739631343	0.5468087816691234	4	4	3.06638858594815
77	13	0.46308447368020145	0.02317048278123549	0.01104572490500323	0.013300740878357867	0.0035825677150916804	0.026158949951731597	0.031907467825390085	0.02391195363418792	0.20372386649040058	0.12628271949880301	0.3136312714001629	4	4	1.8523378947208058
78	35	0.43692560429614813	0.03199696549310041	0.002534042010877013	0.015749274042760237	0.0009981685387743207	0.08897607529848349	0.04339777334441544	0.03553983302706583	0.09232384223684302	0.12540963030382835	0.2795190084992194	3	4	1.3107768128884443
79	8	0.5628869840701305	0.06490399608353116	0.015820755959634267	0.010953834115587254	0.0633645246094729	0.08653467461331474	0.09479366937506553	0.07354393339580949	0.11473640195239193	0.03823519396532323	0.45974779402127613	3	3	1.6886609522103915
80	67	0.48063351822188505	0.03230873213685251	0.02429328770607048	0.053460930170072314	0.026175484205760054	0.013979380251135817	0.060342560609445116	0.014189820328025564	0.035336828625531405	0.2205464941889918	0.22777829189604076	3	4	1.4419005546656551
81	42	0.9046599593195681	0.014509838412339646	0.037911362183261785	0.053126840578865686	0.05401835876408902	0.11101920937955717	0.12379366366192864	0.028742196376699544	0.24033871206678176	0.24119977789604502	0.6489503430111834	2	2	1.8093199186391362
82	11	0.4393303328194236	0.02218148179162917	0.010728279858492356	0.015719188679817662	0.015842472179999345	0.05593990043407263	0.07087942426105777	0.14956146938358283	0.056848869466414806	0.04162924676435699	0.37551960426343745	2	2	0.8786606656388471
83	36	0.4200623381234066	0.03327169865701112	0.014150183380967	0.035719934204452033	0.03873015456297331	0.05575069393156816	0.08164593002809552	0.028791282657308466	0.0962663033914144	0.035736157309616615	0.35105448215677887	3	3	1.2601870143702198
84	57	0.4757109794437843	0.03997419519584957	0.02308746102281963	0.02326785044416652	0.029847041740914994	0.09016713699573543	0.07915720343087805	0.07017395507460793	0.06329254181657988	0.05674359372223235	0.3789931905257024	2	2	0.9514219588875686
85	27	0.4807830026856896	0.04290893023606858	0.02759160747944808	0.03399516252667285	0.03721156269732527	0.034780123109262776	0.005827450514930688	0.08594095863427395	0.09156972016065235	0.1209574873270551	0.31691658512256593	2	3	0.9615660053713792
86	69	0.5829727827730525	0.006695250482855731	0.01809277482275854	0.029910502320281432	0.030825894453149275	0.031760712628594076	0.03699209209563941	0.10116061308625772	0.21952131287934398	0.10801363000417238	0.46826390228602444	2	1	1.165945565546105
87	24	0.3782678770778364	0.01919066140455437	0.0046849795089113615	0.010391639893467579	0.03565989665077245	0.06435869137221686	0.05779190777360628	0.0918243971688168	0.07219490980557877	0.02217079349991189	0.3369064221733701	3	3	1.1348036312335092
88	27	0.28406629301860886	0.011331569455881072	0.016873985709953906	0.016390555815112014	0.007788491516766148	0.02120493676414957	0.024868441598062375	0.11298040355287833	0.043871273989450746	0.028756634616354672	0.2439780889463731	3	2	0.8521988790558266
89	41	0.5154333045663766	0.028331341654697056	0.01563820122480933	0.019447912638912025	0.010304644860226598	0.061937569990891686	0.09659254155706459	0.11706049191749221	0.03225842975481606	0.133862170967467	0.3532397919442125	3	4	1.5462999136991298
90	57	0.9274344346286869	0.03469416351489828	0.015262145886529185	0.010288260272702358	0.15583503168308716	0.17042630694495225	0.10667678724682066	0.10515704612673085	0.12408854028595792	0.20500615266700822	0.6877341184467805	2	3	1.8548688692573738
91	78	0.6320885743028023	0.015623575998593743	0.01368945650451554	0.01740054273953618	0.011079079725375097	0.06203973472902637	0.1124919490438338	0.22718035059141098	0.10388909957290783	0.06869478539760278	0.5477702129066058	3	3	1.896265722908407
92	26	0.3972966398562464	0.053140060609203336	0.025557504463355377	0.02124274623072645	0.025869095398200228	0.0910692371036377	0.09659829274738574	0.04073992658139894	0.020048452710756216	0.023031324011582453	0.3211252552354606	2	3	0.7945932797124928
93	67	0.6051708513765642	0.0389757161995578	0.01702328104795332	0.009315379453601929	0.011532273844426994	0.0835329825712984	0.028573703310488516	0.041050479296770095	0.21852198708071974	0.1566450485717474	0.40955008660525904	3	3	1.8155125541296928
94	34	0.5022069665294753	0.015714269374648097	0.005315008234476019	0.03074807739277982	0.020788722564080174	0.05500776838243999	0.15162732024129183	0.15278204501828835	0.013873951014674852	0.05634980430679612	0.4301428928480311	3	4	1.5066208995884258
95	27	0.6334535353450392	0.04148101535803664	0.04344034065957131	0.08009731572653678	0.08928289490305776	0.06750228331815371	0.09433442865774327	0.11223900914700866	0.09817954173699178	0.006896705837939348	0.5850758141490633	3	2	1.9003606060351177
96	75	0.502323514597158	0.038283330835164935	0.0024916159085136844	0.07616346200203278	0.038662873504766576	0.04159119079703067	0.11613521113382466	0.01800403637108184	0.04574997890784615	0.1252418151368967	0.3387983686250963	3	4	1.506970543791474
97	85	0.5538624872019556	0.050925995883273595	0.022873694246430473	0.032774355859878194	0.02071388004742387	0.05395084805274847	0.02495753133463928	0.157458213010717	0.0941000766230991	0.09610789214374557	0.4068285991749364	4	5	2.2154499488078225
98	51	0.4942773305990295	0.002835477101067337	0.009589044984802035	0.07251310718089023	0.04384533217108949	0.10046810147091535	0.09392212916936168	0.038911274537904696	0.017308975400882855	0.11488388858211586	0.3765579649158463	3	3	1.4828319917970885
99	12	0.4216085688613579	0.013211111236024723	0.012993672791242125	0.03865487256966325	0.07710497001592492	0.10405867028226327	0.08716163556231726	0.03994345631592409	0.025850448551056938	0.022629731536941353	0.3857677260883918	2	2	0.8432171377227158
